,atds
1370,0.5589
1371,0.5392
1372,0.5058
1373,0.5723
1374,0.5365
1375,0.5509
1376,0.5174
1377,0.5701
1378,0.5168
1379,0.5498
1380,0.4399
1381,0.5701
1382,0.5018
1383,0.4866
1384,0.5358
1385,0.5983
1386,0.6042
1387,0.4599
1388,0.5037
1389,0.5531
1390,0.4833
1391,0.5569
1392,0.555
1393,0.5877
1394,0.5178
1395,0.5505
1396,0.5432
1397,0.5645
1398,0.6104
1399,0.5667
1400,0.494
1401,0.5451
1402,0.5248
1403,0.5273
1404,0.6007
1405,0.563
1406,0.5822
1407,0.6081
1408,0.5809
1409,0.5323
1410,0.5543
1411,0.5416
1412,0.5699
1413,0.5859
1414,0.4664
1415,0.5997
1416,0.5065
1417,0.474
1418,0.559
1419,0.5722
1420,0.503
1421,0.5107
1422,0.5204
1423,0.5117
1424,0.5647
1425,0.5177
1426,0.5916
1427,0.4621
1428,0.4913
1429,0.5687
1430,0.5328
1431,0.4872
1432,0.546
1433,0.5212
1434,0.5133
1435,0.5046
1436,0.5783
1437,0.5467
1438,0.5574
1439,0.5654
1440,0.5418
1441,0.5858
1442,0.5398
1443,0.5512
1444,0.5585
1445,0.5169
1446,0.533
1447,0.6049
1448,0.56
1449,0.4908
1450,0.5153
1451,0.558
1452,0.5431
1453,0.5246
1454,0.5214
1455,0.5219
1456,0.5467
1457,0.5019
1458,0.5628
1459,0.5368
1460,0.5598
1461,0.5743
1462,0.5436
1463,0.5589
1464,0.4614
1465,0.5219
1466,0.4818
1467,0.4834
1468,0.5453
1469,0.5861
1470,0.5475
1471,0.5696
1472,0.5719
1473,0.5538
1474,0.5802
1475,0.4911
1476,0.4778
1477,0.5962
1478,0.5785
1479,0.5565
1480,0.5867
1481,0.5584
1482,0.4877
1483,0.5243
1484,0.4979
1485,0.4253
1486,0.5626
1487,0.5626
1488,0.497
1489,0.5998
1490,0.5593
1491,0.5574
1492,0.5572
1493,0.5691
1494,0.5085
1495,0.528
1496,0.5626
1497,0.5664
1498,0.5682
1499,0.5816
1500,0.5847
1501,0.4835
1502,0.5506
1503,0.4923
1504,0.5815
1505,0.5775
1506,0.5265
1507,0.559
1508,0.5497
1509,0.5487
1510,0.5436
1511,0.4778
1512,0.5456
1513,0.5759
1514,0.5784
1515,0.5387
1516,0.5447
1517,0.5658
1518,0.5547
1519,0.5113
1520,0.6051
1521,0.5752
1522,0.6035
1523,0.4774
1524,0.5539
1525,0.5907
1526,0.533
1527,0.4666
1528,0.6244
1529,0.6121
1530,0.555
1531,0.5608
1532,0.4776
1533,0.5762
1534,0.5813
1535,0.48
1536,0.5652
1537,0.5246
1538,0.4796
1539,0.5199
1540,0.5637
1541,0.5234
1542,0.5621
1543,0.5736
1544,0.5644
1545,0.5829
1546,0.4959
1547,0.4971
1548,0.5604
1549,0.5583
1550,0.5685
1551,0.6007
1552,0.5536
1553,0.4863
1554,0.5815
1555,0.5342
1556,0.4874
1557,0.5182
1558,0.5391
1559,0.5293
1560,0.5679
1561,0.509
1562,0.575
1563,0.4812
1564,0.5167
1565,0.5418
1566,0.5387
1567,0.4947
1568,0.5019
1569,0.5365
1570,0.4562
1571,0.5256
1572,0.6014
1573,0.5653
1574,0.5823
1575,0.4755
1576,0.5304
1577,0.522
1578,0.5749
1579,0.5539
1580,0.4994
1581,0.4279
1582,0.5857
1583,0.5201
1584,0.5915
1585,0.4862
1586,0.5655
1587,0.5044
1588,0.5305
1589,0.5446
1590,0.5856
1591,0.5915
1592,0.5684
1593,0.5659
1594,0.5552
1595,0.5608
1596,0.4663
1597,0.5633
1598,0.5453
1599,0.5093
1600,0.5589
1601,0.525
1602,0.5384
1603,0.4659
1604,0.5786
1605,0.5181
1606,0.5391
1607,0.5442
1608,0.4943
1609,0.5103
1610,0.5506
1611,0.5897
1612,0.4745
1613,0.5397
1614,0.5744
1615,0.5536
1616,0.4735
1617,0.5093
1618,0.4958
1619,0.5074
1620,0.5326
1621,0.605
1622,0.5171
1623,0.6088
1624,0.4879
1625,0.4605
1626,0.5999
1627,0.5311
1628,0.5337
1629,0.5331
1630,0.5205
1631,0.5296
1632,0.4939
1633,0.5348
1634,0.5671
1635,0.5856
1636,0.5457
1637,0.5685
1638,0.5948
1639,0.5345
1640,0.5308
1641,0.4818
1642,0.5696
1643,0.5661
1644,0.5355
1645,0.5071
1646,0.5673
1647,0.5273
1648,0.5488
1649,0.4646
1650,0.5515
1651,0.5151
1652,0.5451
1653,0.5554
1654,0.5634
1655,0.5427
1656,0.5531
