target_lang,donor_lang,atds
punjabi,hindi-clustered347,0.4921
punjabi,hindi-clustered337,0.4921
punjabi,hindi-clustered24,0.4921
punjabi,hindi-clustered302,0.4919
punjabi,hindi-clustered399,0.4916
punjabi,hindi-clustered795,0.4916
punjabi,hindi-clustered593,0.491
punjabi,hindi-clustered15,0.491
punjabi,hindi-clustered660,0.4909
punjabi,hindi-clustered694,0.4906
punjabi,hindi-clustered842,0.49
punjabi,hindi-clustered53,0.4899
punjabi,hindi-clustered476,0.4898
punjabi,hindi-clustered111,0.4898
punjabi,hindi-clustered622,0.4898
punjabi,hindi-clustered459,0.4897
punjabi,hindi-clustered815,0.4896
punjabi,hindi-clustered707,0.4896
punjabi,hindi-clustered148,0.4896
punjabi,hindi-clustered173,0.4896
punjabi,hindi-clustered163,0.4895
punjabi,hindi-clustered853,0.4894
punjabi,hindi-clustered864,0.489
punjabi,hindi-clustered969,0.4887
punjabi,hindi-clustered299,0.4884
punjabi,hindi-clustered645,0.4884
punjabi,hindi-clustered473,0.4881
punjabi,hindi-clustered167,0.4879
punjabi,hindi-clustered326,0.4879
punjabi,hindi-clustered295,0.4875
punjabi,hindi-clustered169,0.4875
punjabi,hindi-clustered239,0.4872
punjabi,hindi-clustered950,0.4871
punjabi,hindi-clustered816,0.487
punjabi,hindi-clustered914,0.4869
punjabi,hindi-clustered501,0.4868
punjabi,hindi-clustered384,0.4866
punjabi,hindi-clustered365,0.4866
punjabi,hindi-clustered205,0.4864
punjabi,hindi-clustered922,0.4864
punjabi,hindi-clustered386,0.486
punjabi,hindi-clustered553,0.4859
punjabi,hindi-clustered952,0.4857
punjabi,hindi-clustered156,0.4855
punjabi,hindi-clustered566,0.4855
punjabi,hindi-clustered446,0.4853
punjabi,hindi-clustered187,0.4838
punjabi,hindi-clustered194,0.4838
punjabi,hindi-clustered730,0.4834
punjabi,hindi-clustered967,0.4831
punjabi,hindi-clustered174,0.483
punjabi,hindi-clustered720,0.4829
punjabi,hindi-clustered268,0.4828
punjabi,hindi-clustered749,0.4828
punjabi,hindi-clustered974,0.4827
punjabi,hindi-clustered430,0.4827
punjabi,hindi-clustered277,0.4826
punjabi,hindi-clustered542,0.4825
punjabi,hindi-clustered401,0.4824
punjabi,hindi-clustered786,0.4823
punjabi,hindi-clustered44,0.4817
punjabi,hindi-clustered947,0.4815
punjabi,hindi-clustered68,0.4814
punjabi,hindi-clustered578,0.4813
punjabi,hindi-clustered713,0.481
punjabi,hindi-clustered591,0.481
punjabi,hindi-clustered393,0.4808
punjabi,hindi-clustered413,0.4808
punjabi,hindi-clustered116,0.4807
punjabi,hindi-clustered584,0.4807
punjabi,hindi-clustered398,0.4804
punjabi,hindi-clustered355,0.4797
punjabi,hindi-clustered738,0.4797
punjabi,hindi-clustered65,0.4793
punjabi,hindi-clustered479,0.4791
punjabi,hindi-clustered619,0.4789
punjabi,hindi-clustered357,0.4787
punjabi,hindi-clustered356,0.4787
punjabi,hindi-clustered682,0.4786
punjabi,hindi-clustered108,0.4783
punjabi,hindi-clustered862,0.4779
punjabi,hindi-clustered625,0.4779
punjabi,hindi-clustered523,0.4778
punjabi,hindi-clustered653,0.4778
punjabi,hindi-clustered133,0.4776
punjabi,hindi-clustered791,0.4776
punjabi,hindi-clustered121,0.4775
punjabi,hindi-clustered448,0.4771
punjabi,hindi-clustered848,0.477
punjabi,hindi-clustered997,0.4764
punjabi,hindi-clustered658,0.4761
punjabi,hindi-clustered784,0.476
punjabi,hindi-clustered834,0.4759
punjabi,hindi-clustered410,0.4753
punjabi,hindi-clustered830,0.475
punjabi,hindi-clustered144,0.4749
punjabi,hindi-clustered548,0.4748
punjabi,hindi-clustered368,0.4746
punjabi,hindi-clustered588,0.4744
punjabi,hindi-clustered789,0.4744
punjabi,hindi-clustered616,0.4741
punjabi,hindi-clustered822,0.4734
punjabi,hindi-clustered706,0.4734
punjabi,hindi-clustered344,0.4733
punjabi,hindi-clustered752,0.4732
punjabi,hindi-clustered238,0.4727
punjabi,hindi-clustered419,0.4726
punjabi,hindi-clustered978,0.4724
punjabi,hindi-clustered748,0.4724
punjabi,hindi-clustered226,0.4722
punjabi,hindi-clustered607,0.4719
punjabi,hindi-clustered90,0.4719
punjabi,hindi-clustered290,0.4718
punjabi,hindi-clustered695,0.4715
punjabi,hindi-clustered105,0.4715
punjabi,hindi-clustered716,0.4714
punjabi,hindi-clustered750,0.4714
punjabi,hindi-clustered76,0.471
punjabi,hindi-clustered673,0.4704
punjabi,hindi-clustered544,0.4702
punjabi,hindi-clustered595,0.4691
punjabi,hindi-clustered345,0.4687
punjabi,hindi-clustered618,0.4686
punjabi,hindi-clustered64,0.4684
punjabi,hindi-clustered732,0.4684
punjabi,hindi-clustered281,0.4682
punjabi,hindi-clustered237,0.4675
punjabi,hindi-clustered335,0.4669
punjabi,hindi-clustered637,0.4666
punjabi,hindi-clustered518,0.4663
punjabi,hindi-clustered87,0.4658
punjabi,hindi-clustered109,0.4658
punjabi,hindi-clustered987,0.4654
punjabi,hindi-clustered102,0.465
punjabi,hindi-clustered464,0.4644
punjabi,hindi-clustered390,0.4638
punjabi,hindi-clustered513,0.4636
punjabi,hindi-clustered134,0.4633
punjabi,hindi-clustered69,0.4631
punjabi,hindi-clustered199,0.4616
punjabi,hindi-clustered467,0.4615
punjabi,hindi-clustered629,0.4613
punjabi,hindi-clustered463,0.461
punjabi,hindi-clustered961,0.461
punjabi,hindi-clustered652,0.4609
punjabi,hindi-clustered435,0.4605
punjabi,hindi-clustered288,0.46
punjabi,hindi-clustered52,0.4591
punjabi,hindi-clustered846,0.4584
punjabi,hindi-clustered821,0.4583
punjabi,hindi-clustered895,0.4582
punjabi,hindi-clustered683,0.4581
punjabi,hindi-clustered285,0.458
punjabi,hindi-clustered25,0.4574
punjabi,hindi-clustered569,0.4566
punjabi,hindi-clustered800,0.4566
punjabi,hindi-clustered927,0.4565
punjabi,hindi-clustered39,0.4562
punjabi,hindi-clustered893,0.456
punjabi,hindi-clustered170,0.4556
punjabi,hindi-clustered941,0.4555
punjabi,hindi-clustered873,0.4555
punjabi,hindi-clustered535,0.4546
punjabi,hindi-clustered158,0.4546
punjabi,hindi-clustered409,0.4545
punjabi,hindi-clustered123,0.4536
punjabi,hindi-clustered168,0.453
punjabi,hindi-clustered318,0.4526
punjabi,hindi-clustered774,0.4518
punjabi,hindi-clustered421,0.4512
punjabi,hindi-clustered608,0.4511
punjabi,hindi-clustered519,0.4503
punjabi,hindi-clustered460,0.4501
punjabi,hindi-clustered827,0.4498
punjabi,hindi-clustered14,0.4486
punjabi,hindi-clustered106,0.4479
punjabi,hindi-clustered117,0.4477
punjabi,hindi-clustered220,0.4473
punjabi,hindi-clustered249,0.4468
punjabi,hindi-clustered973,0.4458
punjabi,hindi-clustered892,0.4458
punjabi,hindi-clustered506,0.4456
punjabi,hindi-clustered202,0.4455
punjabi,hindi-clustered680,0.4451
punjabi,hindi-clustered930,0.445
punjabi,hindi-clustered635,0.443
punjabi,hindi-clustered440,0.4395
punjabi,hindi-clustered266,0.4393
punjabi,hindi-clustered492,0.4392
punjabi,hindi-clustered671,0.4389
punjabi,hindi-clustered719,0.4382
punjabi,hindi-clustered488,0.4381
punjabi,hindi-clustered388,0.4376
punjabi,hindi-clustered751,0.4374
punjabi,hindi-clustered646,0.437
punjabi,hindi-clustered32,0.4368
punjabi,hindi-clustered747,0.4356
punjabi,hindi-clustered243,0.4355
punjabi,hindi-clustered648,0.4353
punjabi,hindi-clustered244,0.4348
punjabi,hindi-clustered798,0.4342
punjabi,hindi-clustered571,0.4342
punjabi,hindi-clustered471,0.4339
punjabi,hindi-clustered379,0.433
punjabi,hindi-clustered300,0.4327
punjabi,hindi-clustered82,0.432
punjabi,hindi-clustered760,0.4311
punjabi,hindi-clustered151,0.4311
punjabi,hindi-clustered139,0.4309
punjabi,hindi-clustered276,0.4301
punjabi,hindi-clustered225,0.4287
punjabi,hindi-clustered556,0.4285
punjabi,hindi-clustered233,0.4282
punjabi,hindi-clustered823,0.4259
punjabi,hindi-clustered456,0.4257
punjabi,hindi-clustered869,0.4244
punjabi,hindi-clustered485,0.4231
punjabi,hindi-clustered804,0.423
punjabi,hindi-clustered790,0.4227
punjabi,hindi-clustered870,0.4223
punjabi,hindi-clustered806,0.4221
punjabi,hindi-clustered710,0.4215
punjabi,hindi-clustered909,0.4211
punjabi,hindi-clustered711,0.4198
punjabi,hindi-clustered20,0.419
punjabi,hindi-clustered420,0.419
punjabi,hindi-clustered714,0.4159
punjabi,hindi-clustered88,0.4114
punjabi,hindi-clustered891,0.4099
punjabi,hindi-clustered472,0.4097
punjabi,hindi-clustered953,0.4078
punjabi,hindi-clustered754,0.4068
punjabi,hindi-clustered541,0.4055
punjabi,hindi-clustered89,0.4035
punjabi,hindi-clustered204,0.4019
punjabi,hindi-clustered849,0.4016
punjabi,hindi-clustered153,0.4006
punjabi,hindi-clustered783,0.4004
punjabi,hindi-clustered245,0.4003
punjabi,hindi-clustered323,0.4001
punjabi,hindi-clustered297,0.3984
punjabi,hindi-clustered422,0.3822
punjabi,hindi-clustered838,0.3811
punjabi,hindi-clustered992,0.3794
punjabi,hindi-clustered799,0.3782
punjabi,hindi-clustered733,0.3781
punjabi,hindi-clustered725,0.3775
punjabi,hindi-clustered394,0.3772
punjabi,hindi-clustered717,0.3752
punjabi,hindi-clustered551,0.3635
punjabi,hindi-clustered517,0.3633
punjabi,hindi-clustered510,0.3597
punjabi,hindi-clustered959,0.3566
punjabi,hindi-clustered380,0.3524
punjabi,hindi-clustered999,0.3473
punjabi,hindi-clustered424,0.346
punjabi,hindi-clustered128,0.3446
punjabi,hindi-clustered962,0.3431
punjabi,hindi-clustered704,0.3378
punjabi,hindi-clustered899,0.3092
punjabi,hindi-clustered58,0.2753
