,atds
1024,0.6402
1025,0.6526
1026,0.6581
1027,0.6542
1028,0.6535
1029,0.6533
1030,0.644
1031,0.6358
1032,0.7026
1033,0.6436
1034,0.6742
1035,0.6356
1036,0.6102
1037,0.6561
1038,0.666
1039,0.6237
1040,0.6357
1041,0.6274
1042,0.6826
1043,0.635
1044,0.6822
1045,0.6202
1046,0.6308
1047,0.6494
1048,0.6582
1049,0.6399
1050,0.6596
1051,0.6778
1052,0.6304
1053,0.6407
1054,0.644
1055,0.6839
1056,0.6214
1057,0.665
1058,0.6203
1059,0.5333
1060,0.6513
1061,0.635
1062,0.6738
1063,0.6588
1064,0.6491
1065,0.6758
1066,0.6652
1067,0.6473
1068,0.6117
1069,0.6084
1070,0.6118
1071,0.6724
1072,0.6725
1073,0.6219
1074,0.6535
1075,0.6178
1076,0.6721
1077,0.6211
1078,0.6194
1079,0.6649
1080,0.6365
1081,0.6562
1082,0.6819
1083,0.6227
1084,0.6637
1085,0.6166
1086,0.639
1087,0.6634
1088,0.6163
1089,0.6425
1090,0.6145
1091,0.6164
1092,0.5811
1093,0.6387
1094,0.6568
1095,0.6759
1096,0.6309
1097,0.645
1098,0.6158
1099,0.6063
1100,0.6397
1101,0.6639
1102,0.6604
1103,0.6592
1104,0.679
1105,0.6225
1106,0.6426
1107,0.6603
1108,0.6593
1109,0.6512
1110,0.6041
1111,0.6409
1112,0.634
1113,0.6687
1114,0.6832
1115,0.6045
1116,0.6312
1117,0.6402
1118,0.6609
1119,0.6397
1120,0.6735
1121,0.6664
1122,0.6834
1123,0.6268
1124,0.6453
1125,0.6277
1126,0.6571
1127,0.6102
1128,0.6668
1129,0.6366
1130,0.6099
1131,0.6632
1132,0.6591
1133,0.6699
1134,0.6578
1135,0.6301
1136,0.6459
1137,0.6609
1138,0.6054
1139,0.6623
1140,0.5885
1141,0.4978
1142,0.6128
1143,0.6584
1144,0.573
1145,0.6302
1146,0.6538
1147,0.6849
1148,0.6355
1149,0.6178
1150,0.6594
1151,0.6528
1152,0.6554
1153,0.685
1154,0.6576
1155,0.6149
1156,0.6457
1157,0.6012
1158,0.617
1159,0.6613
1160,0.6828
1161,0.6367
1162,0.6022
1163,0.6431
1164,0.5987
1165,0.6437
1166,0.6884
1167,0.6215
1168,0.6621
1169,0.614
1170,0.6741
1171,0.6856
1172,0.6359
1173,0.6391
1174,0.6814
1175,0.6293
1176,0.6416
1177,0.6494
1178,0.6436
1179,0.6397
1180,0.6485
1181,0.6419
1182,0.5928
1183,0.6488
1184,0.6678
1185,0.6582
1186,0.651
1187,0.6526
1188,0.6848
1189,0.6353
1190,0.6244
1191,0.6594
1192,0.5976
1193,0.6425
1194,0.681
1195,0.6646
1196,0.6844
1197,0.6247
1198,0.649
1199,0.6528
1200,0.6443
1201,0.616
1202,0.6437
1203,0.6448
1204,0.6461
1205,0.6087
1206,0.6979
1207,0.6421
1208,0.6554
1209,0.6332
1210,0.6471
1211,0.6281
1212,0.6432
1213,0.6424
1214,0.6421
1215,0.6788
1216,0.5998
1217,0.6672
1218,0.6686
1219,0.6114
1220,0.6753
1221,0.6299
1222,0.6292
1223,0.6187
1224,0.6385
1225,0.632
1226,0.6467
